Genus,Species_name,Arctic.herb.subzone,northern.Arctic.dwarf.shrub.subzone,middle.Arctic.dwarf.shrub.subzone,southern.Arctic.dwarf.shrub.subzone,Arctic.shrub.subzone,Adjacent.non.Arctic..Boreal.or.Boreal.alpine..area,Species.occurring.in.the.Arctic,Arctic.endemic.species..A.E.,Borderline.species..bEN.,Species.occuring.as.stabilized.introduction.only,Species.occuring.as.native.and.non.native.stabilized,Species.occurring.as.non.native.stabilized.and.casual,Sspecies.occurring.as.native.and.non.native.stabilized.and.casual,Species.occurring.both.as.native.and.casual,PAF.code.number.of.genus
 Papaver, P. keelei,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. paucistamineum,No,No,R,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. atrovirens,No,No,R,R,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver,a P. microcarpum ssp. microcarpum,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver,b P. microcarpum ssp. czekanowskyi,No,No,No,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver,a P. pulvinatum ssp. pulvinatum,No,No,R,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver,b P. pulvinatum ssp. tschuktschorum,No,No,R,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. angustifolium,No,No,S,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. nivale,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver," P. ""lenaense""",No,No,No,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. leucotrichum,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. sp. Khatanga,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver,b P. nudicaule ssp. insulare,No,No,R,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. croceum,No,No,No,*,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Papaver, P. labradoricum,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. detritophilum,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. schamurinii,No,No,R,S,S,?,1,?,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. hypsipetes,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. multiradiatum,No,No,R,R,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. chionophilum,No,No,R,S,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. hultenii,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. sp. Banks,No,No,R,R,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver,a P. lapponicum ssp. lapponicum,No,R,S,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver,b P. lapponicum ssp. occidentale,No,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver,c P. lapponicum ssp. jugoricum,No,No,?,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver,d P. lapponicum ssp. orientale,No,No,?,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. radicatum (ssp. radicatum),No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Dicentra, D. peregrina,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Corydalis, C. arctica,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Corydalis, C. bracteata,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Corydalis, C. sibirica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Corydalis, C. aurea,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Capnoides, C. sempervirens,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Drosera, D. rotundifolia,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Drosera, D. anglica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Drosera, D. intermedia,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Armeria, A. maritima,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Armeria, A. scabra,No,R,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Polygonum, P. aviculare,No,No,No,No,*,F,1,,NA,NA,NA,1,NA,NA,NA
 Polygonum, P. boreale,No,No,**,*,S,F,1,,NA,NA,NA,NA,1,NA,NA
 Polygonum, P. neglectum,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Polygonum, P. microspermum,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Polygonum,a P. humifusum ssp. humifusum,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Polygonum,b P. humifusum ssp. caurianum,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Polygonum, P. hudsonianum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Polygonum,a P. raii ssp. norvegicum,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Bistorta, B. vivipara,F,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Bistorta, B. elliptica,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Bistorta, B. plumosa,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Persicaria,a P. amphibia ssp. amphibia,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Persicaria,b P. amphibia ssp. laevimarginata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Koenigia, K. islandica,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Aconogonum,a A. alaskanum var. alaskanum,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Aconogonum,b A. alaskanum var. glabrescens,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Aconogonum, A. tripterocarpum,No,No,No,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Aconogonum, A. ocreatum,No,No,No,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Aconogonum, A. ajanense,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Oxyria, O. digyna,F,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. longifolius,No,No,**,**,S,F,1,,NA,NA,NA,NA,1,NA,NA
 Rumex, R. crispus,No,No,No,No,*,R,1,,NA,NA,NA,1,NA,NA,NA
 Rumex, R. confertus,No,No,No,No,*,F,1,,NA,NA,NA,1,NA,NA,NA
 Rumex, R. aquaticus,No,No,R,S,S,F,1,,NA,NA,1,NA,NA,NA,NA
 Rumex,a R. aquaticus ssp. aquaticus,No,No,No,No,R,F,1,,NA,NA,1,NA,NA,NA,NA
 Rumex,b R. aquaticus ssp. protractus,No,No,No,S,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. arcticus,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. pseudonatronatus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. occidentalis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. gmelinii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. sibiricus,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. hultenii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex,a R. pallidus ssp. subarcticus,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. maritimus,No,No,No,No,R,S,1,,NA,NA,1,NA,NA,NA,NA
 Rumex, R. fueginus,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex,a R. acetosa ssp. acetosa,No,No,*,*,S,F,1,,NA,NA,1,NA,NA,NA,NA
 Rumex,b R. acetosa ssp. islandicus,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex,c R. acetosa ssp. lapponicus,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex,d R. acetosa ssp. pseudoxyria,No,No,?,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. thyrsiflorus,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. oblongifolius,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex,a R. acetosella ssp. acetosella,No,No,**,?,F,F,1,,NA,NA,NA,NA,1,NA,NA
 Rumex,b R. acetosella ssp. tenuifolius,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex,c R. acetosella ssp. arenicola,No,?,S,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. krausei,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. beringensis,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. aureostigmaticus,No,No,No,R,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Rumex, R. graminifolius,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Rheum, R. compactum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. media,No,No,**,*,F,F,1,,NA,NA,NA,NA,1,NA,NA
 Stellaria, S. bungeana,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. nemorum (ssp. nemorum),No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. holostea,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Stellaria, S. crassifolia,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. humifusa,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. calycantha,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria,a S. borealis ssp. borealis,No,No,No,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. graminea,No,No,**,No,S,F,1,,NA,NA,NA,NA,1,NA,NA
 Stellaria, S. palustris,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. fennica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. hebecalyx,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. umbellata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. longifolia,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. longipes s. lat.,F,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. alaskana,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria,a S. ruscifolia ssp. aleutica,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Stellaria, S. eschscholtziana,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. fischeriana,No,No,No,?,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Stellaria, S. jacutica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium, C. cerastoides,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium, C. maximum,No,R,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium, C. davuricum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium,a C. arvense ssp. strictum,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium,a C. alpinum ssp. alpinum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium,b C. alpinum var. glabrum,No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium,"c C. alpinum ssp. ""nova""",No,R,F,F,S,?,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium,d C. alpinum ssp. lanatum,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium,a C. nigrescens var. laxum,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium, C. arcticum,F,F,F,F,S,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Cerastium, C. beeringianum,F,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium, C. fischerianum,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium, C. regelii,F,F,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium, C. jenisejense,No,No,S,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium,a C. fontanum ssp. fontanum,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cerastium,b C. fontanum ssp. vulgare,No,No,**,*,S,F,1,,NA,NA,NA,NA,1,NA,NA
 Sagina, S. saginoides,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sagina, S. procumbens,No,No,R,R,S,F,1,,NA,NA,1,NA,NA,NA,NA
 Sagina, S. subulata,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Sagina,a S. nodosa ssp. borealis,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sagina, S. nivalis,R,F,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Sagina, S. caespitosa,No,No,S,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. verna (ssp. verna),No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. rubella,F,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. stricta,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. dawsonensis,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. rossii,F,F,F,F,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. elegans,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. macrocarpa,?,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. arctica,No,R,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. obtusiloba,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. yukonensis,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. biflora,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Minuartia, M. groenlandica,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cherleria, C. dicranoides,No,No,No,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Honckenya,a H. peploides ssp. diffusa,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Honckenya,b H. peploides ssp. major,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Wilhelmsia, W. physodes,No,No,No,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arenaria, A. humifusa,No,R,S,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Arenaria, A. longipedunculata,No,No,No,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Arenaria, A. norvegica (ssp. norvegica),No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arenaria, A. pseudofrigida,?,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Eremogone, E. capillaris,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eremogone, E. formosa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eremogone, E. polaris,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Eremogone, E. tschuktschorum,No,No,?,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Moehringia, M. lateriflora,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Moehringia, M. macrophylla,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Spergularia, S. salina,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Spergularia, S. canadensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Spergularia, S. rubra,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Silene, S. tatarica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. paucifolia,No,No,?,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. stenophylla,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. repens,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. polaris,No,No,No,No,b,R,1,,1,NA,NA,NA,NA,NA,NA
 Silene, S. vulgaris (ssp. vulgaris),No,No,No,No,*,*,1,,NA,NA,NA,1,NA,NA,NA
 Silene, S. uniflora (ssp. uniflora),No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. dioica,No,No,No,No,S,F,1,,NA,NA,1,NA,NA,NA,NA
 Silene, S. linnaeana,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Silene, S. samojedora,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. villosula,No,No,?,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. wahlbergella,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. uralensis coll.,S,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Silene,a S. uralensis ssp. uralensis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Silene,b S. uralensis ssp. arctica,S,F,F,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Silene, S. violascens,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Silene,a S. soczavana var. macrosperma,No,No,?,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. involucrata coll.,R,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Silene,a S. involucrata ssp. involucrata,No,No,?,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Silene,b S. involucrata ssp. tenella,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Silene,c S. involucrata ssp. furcata,R,F,F,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. sorensenis,R,F,F,F,S,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Silene, S. ostenfeldii,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Silene, S. acaulis,S,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Viscaria, V. alpina,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Gypsophila, G. uralensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Gypsophila, G. sambukii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dianthus, D. repens,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dianthus, D. superbus,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Chenopodium, C. album,No,No,**,**,*,S,1,,NA,NA,NA,1,NA,NA,NA
 Chenopodium, C. karoi,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Chenopodium, C. jenissejense,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Chenopodium, C. capitatum,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Chenopodium, C. salinum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Chenopodium, C. rubrum,No,No,No,No,*,S,1,,NA,NA,NA,1,NA,NA,NA
 Atriplex, A. prostrata (ssp. prostrata),No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,1,NA
 Atriplex, A. glabriuscula,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Atriplex,a A. longipes ssp. praecox,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Atriplex, A. lapponica,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Atriplex, A. gmelinii (ssp. gmelinii),No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Corispermum, C. crassifolium,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Corispermum, C. ochotense,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Monolepis, M. nuttalliana,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Monolepis, M. asiatica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Salicornia, S. rubra,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Salicornia,a S. dolichostachya ssp. pojarkovae,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Suaeda, S. maritima,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Suaeda, S. calceoliformis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Claytonia, C. tuberosa,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Claytonia,a C. multiscapa ssp. czukczorum,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Claytonia, C. acutifolia,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Claytonia, C. eschscholtzii,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Claytonia, C. joanneana,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Claytonia, C. arctica,No,No,R,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Claytonia, C. scammaniana,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Claytonia, C. sarmentosa,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Claytoniella, C. vassilievii,No,No,No,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Montia, M. fontana (ssp. fontana),No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Geocaulon, G. lividum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Paeonia, P. anomala,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rhodiola, R. rosea,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rhodiola, R. integrifolia,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rhodiola, R. quadrifida,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hylotelephium, H. telephium,No,No,No,No,R,S,1,,NA,NA,1,NA,NA,NA,NA
 Phedimus, P. kamtschaticus,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Phedimus, P. middendorffianus,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Sedum, S. acre,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sedum, S. annuum,No,No,No,S,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sedum, S. villosum (ssp. villosum),No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Myriophyllum, M. alterniflorum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Myriophyllum, M. verticillatum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Myriophyllum, M. sibiricum,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ribes,a R. spicatum ssp. lapponicum,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ribes,b R. spicatum ssp. hispidulum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ribes, R. triste,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ribes, R. nigrum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ribes, R. dikuscha,No,No,No,No,*,R,1,,NA,1,NA,NA,NA,NA,NA
 Ribes, R. glandulosum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ribes, R. hudsonianum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ribes, R. oxyacanthoides,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ribes, R. hirtellum,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Ribes, R. lacustre,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Boykinia, B. richardsonii,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Heuchera, H. glabra,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Mitella, M. nuda,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Leptarrhena, L. pyrolifolia,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Chrysosplenium, C. rimosum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Chrysosplenium, C. wrightii,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Chrysosplenium,a C. alternifolium ssp. alternifolium,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Chrysosplenium,b C. alternifolium ssp. sibiricum,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Chrysosplenium,c C. alternifolium ssp. arctomontanum,No,No,No,No,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Chrysosplenium, C. tetrandrum,No,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Chrysosplenium, C. rosendahlii,No,No,R,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Saxifraga, S. spicata,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Saxifraga, S. eschscholtzii,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Saxifraga,a S. serpyllifolia ssp. serpyllifolia,No,R,S,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Saxifraga,b S. serpyllifolia ssp. glutinosa,R,S,S,S,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Saxifraga, S. hirculus,S,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saxifraga, S. setigera,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saxifraga, S. platysepala,S,F,F,S,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Saxifraga,a S. oppositifolia ssp. oppositifolia,F,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saxifraga,b S. oppositifolia ssp. smalliana,F,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saxifraga, S. aizoides,No,S,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
