"","SiteSubsitePlot","CoverChange","Duration"
"209","RIRI:RIRI6:RIRI6_T20",0.463246854284063,16
"210","RIRI:RIRI6:RIRI6_T3",-1.78432550904977,16
"211","RIRI:RIRI6:RIRI6_T4",-1.04587995227772,16
"212","RIRI:RIRI6:RIRI6_T5",0.0158342589107869,16
"213","RIRI:RIRI6:RIRI6_T6",-2.95252875982043,16
"214","RIRI:RIRI6:RIRI6_T7",-0.817494966736695,16
"215","RIRI:RIRI6:RIRI6_T8",-1.48285397830127,16
"216","RIRI:RIRI6:RIRI6_T9",0.621976757904672,16
"217","INCLINE_SKJ:SKJ:SKJ_7_1",-4.8463768115942,5
"218","INCLINE_ULV:ULV:ULV_3_4",-1.88978829389789,5
"219","INCLINE_ULV:ULV:ULV_5_4",-1.53798256537982,5
"220","INCLINE_ULV:ULV:ULV_6_2",0.145259938837921,5
"221","INCLINE_ULV:ULV:ULV_7_6",0.339954163483574,5
"222","INCLINE_LAV:LAV:LAV_2_4",3.50487329434698,5
"223","INCLINE_LAV:LAV:LAV_5_5",1.04575163398693,5
"224","INCLINE_GUD:GUD:GUD_1_5",-0.900900900900899,5
"225","INCLINE_GUD:GUD:GUD_2_1",-1.16913746630728,5
"226","INCLINE_GUD:GUD:GUD_4_4",0.626696832579185,5
"227","INCLINE_GUD:GUD:GUD_5_4",0.415905863258269,5
"228","INCLINE_GUD:GUD:GUD_6_1",0.0131362889983592,5
"229","BILLEFJORDEN:AWS:2",0,0
"230","BILLEFJORDEN:AWS:4",0,0
"231","BILLEFJORDEN:AWS:7",-0.273722627737226,8
"232","BILLEFJORDEN:AWS:11",0.600961538461539,8
"233","BILLEFJORDEN:AWS:13",-0.441682301438399,8
"234","BILLEFJORDEN:AWS:19",-0.297619047619048,8
"235","BILLEFJORDEN:AWS:20",0.189449140192364,8
"236","BILLEFJORDEN:AWS:25",0.531914893617021,8
"237","BILLEFJORDEN:AWS:26",-0.37037037037037,8
"238","BILLEFJORDEN:AWS:30",-0.243477877666138,8
"239","BILLEFJORDEN:AWS:32",0.140909528856345,8
"240","BILLEFJORDEN:AWS:33",0.357640596819151,8
"241","BILLEFJORDEN:AWS:34",0.513698630136986,8
"242","BILLEFJORDEN:AWS:37",0.245098039215686,8
"243","BILLEFJORDEN:AWS:42",0,0
"244","BILLEFJORDEN:AWS:44",0.817757009345794,8
"245","BILLEFJORDEN:AWS:45",-0.107758620689655,8
"246","BILLEFJORDEN:AWS:47",0,0
"247","BILLEFJORDEN:AWS:50",0,0
"248","PYRAMIDEN:PYR:3",0,0
"249","PYRAMIDEN:PYR:5",0.0579322638146167,8
"250","PYRAMIDEN:PYR:7",0,0
"251","PYRAMIDEN:PYR:14",-0.216763005780347,8
"252","PYRAMIDEN:PYR:16",-0.100806451612903,8
"253","PYRAMIDEN:PYR:18",-0.145348837209302,8
"254","PYRAMIDEN:PYR:20",-0.211864406779661,8
"255","PYRAMIDEN:PYR:22",0,0
"256","PYRAMIDEN:PYR:27",0,0
"257","PYRAMIDEN:PYR:30",0,0
"258","PYRAMIDEN:PYR:31",0,0
"259","PYRAMIDEN:PYR:35",0,0
"260","PYRAMIDEN:PYR:37",0,0
"261","PYRAMIDEN:PYR:41",0.168918918918919,8
"262","PYRAMIDEN:PYR:44",0.183823529411765,8
"263","PYRAMIDEN:PYR:45",0,0
"264","PYRAMIDEN:PYR:46",0,0
"265","PYRAMIDEN:PYR:47",0.185185185185185,8
"266","PYRAMIDEN:PYR:48",-0.0479539641943734,8
"267","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6",-1.74386662877711,9
"268","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5",-0.964232286141711,9
